EuroCrops: Harmonized Open Crop Dataset,,,,,
translated_name-original_name,HCAT3_name,HCAT2_name,gpw_class,weight,obs
Cereal mixture with nitrogen-binding pulses (pulses over 50%),legumes_dried_pulses_protein_crops,legumes_dried_pulses_protein_crops,3,1,
Cereals + legumes below 50% legumes,unspecified_cereals,unspecified_cereals,3,1,
Cereals and legumes whole grains less than 50% legumes,unspecified_cereals,unspecified_cereals,3,1,
Cereals and pulses green grains less than 50% pulses,unspecified_cereals,unspecified_cereals,3,1,
Cereals for green fodder / silage,unspecified_cereals,unspecified_cereals,3,1,
Chaff Flowers (Annual Paper Flower),flowers_ornamental_plants,flowers_ornamental_plants,3,1,
ChamomileChamomileChamomile,chamomilechamomilechamomile,chamomilechamomilechamomile,3,1,
Chamomiles (real chamomile)Chamomiles (real chamomile),chamomilechamomile,chamomilechamomile,3,1,
Channels,not_known_and_other,not_known_and_other,0,0,
Chayote Gourd,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
Cherries (crop plants),cherry_cherries,cherry_cherries,3,1,
Cherries sour (yield intended for processing industry),cherry_cherries,cherry_cherries,3,1,
Cherries sweet,cherry_cherries,cherry_cherries,3,1,
Cherry,cherry_cherries,cherry_cherries,3,1,
Chervil,chervil,chervil,3,1,
Chervil (also meadow chervil),chervil,chervil,3,1,
Chervil (real chervil),chervil,chervil,3,1,
Chervil - fresh,chervil,chervil,3,1,
Chervil - industry,chervil,chervil,3,1,
Chervil seeds,chervil,chervil,3,1,
ChestnutChestnut,sweet_chestnutssweet_chestnuts,sweet_chestnutssweet_chestnuts,3,1,
Chestnut grove maintained by pigs or small ruminants,sweet_chestnuts,sweet_chestnuts,3,1,
Chestnut sweet,sweet_chestnuts,sweet_chestnuts,3,1,
Chickling vetch,vetches,vetches,3,1,
Chickling vetchplanted for the 2015 harvest,peas,peas,3,1,
Chickling vetchplanted for the 2016 harvestChickling vetchplanted for the 2016 harvest,vetchesvetches,vetchesvetches,3,1,
Chickling vetchplanted for the 2018 harvest,vetches,vetches,3,1,
Chickpea,chickpeas,chickpeas,3,1,
ChickpeasChickpeasChickpeasChickpeas,chickpeaschickpeaschickpeaschickpeas,chickpeaschickpeaschickpeaschickpeas,3,1,
Chicories,chicory_chicories,chicory_chicories,3,1,
ChicoryChicory,chicory_chicorieschicory_chicories,chicory_chicorieschicory_chicories,3,1,
Chicory (coffee substitute),chicory_chicories,chicory_chicories,3,1,
Chicory (force) - industry,chicory_chicories,chicory_chicories,3,1,
Chicory (forcery) - fresh,chicory_chicories,chicory_chicories,3,1,
Chicory (inulin),chicory_chicories,chicory_chicories,3,1,
Chicory / Endive / Escarole,chicory_chicories,chicory_chicories,3,1,
Chicory / Wegwarten (chicory,chicory_chicories,chicory_chicories,3,1,
Chicory root,chicory_chicories,chicory_chicories,3,1,
Chicory root production,chicory_chicories,chicory_chicories,3,1,
Chicory root seeds and propagation material,chicory_chicories,chicory_chicories,3,1,
Chicory roots,chicory_chicories,chicory_chicories,3,1,
Chinese cabbage,chinese_cabbage,chinese_cabbage,3,1,
Chinese cabbage - fresh,chinese_cabbage,chinese_cabbage,3,1,
Chinese cabbage production,chinese_cabbage,chinese_cabbage,3,1,
Chinese cabbage seeds,chinese_cabbage,chinese_cabbage,3,1,
Chinese cabbage seeds and propagation material,chinese_cabbage,chinese_cabbage,3,1,
Chinese reed / MiscanthusChinese reed / Miscanthus,miscanthus_silvergrassmiscanthus_silvergrass,miscanthus_silvergrassmiscanthus_silvergrass,2,1,
Chip linen,flax_linen,flax_linen,3,1,
Chive,chives,chives,3,1,
Chives,chives,chives,3,1,
Chives - fresh consumption,chives,chives,3,1,
Chives - industry,chives,chives,3,1,
Chives seeds,chives,chives,3,1,
Chokeberry,aronia_chokeberries,aronia_chokeberries,3,1,
Christmas tree cultivation,tree_wood_forest,tree_wood_forest,0,1,
Christmas trees,other_tree_wood_forest,other_tree_wood_forest,0,1,
Christmas treesChristmas treesChristmas trees,tree_wood_foresttree_wood_foresttree_wood_forest,tree_wood_foresttree_wood_foresttree_wood_forest,0,1,
Christmas trees and ornamental greenery on agricultural land,tree_wood_forest,tree_wood_forest,0,1,
Christopher herbs,actaea_baneberry_christopher_herbs,actaea_baneberry_christopher_herbs,3,1,
Chrysanthemum Garland seeds,chrysanthemum,chrysanthemum,3,1,
Chrysanthemum other flower nursery crops,chrysanthemum,chrysanthemum,3,1,
Chrysanthemum winter aster,chrysanthemum,chrysanthemum,3,1,
"Chrysanthemum, dried flowers",chrysanthemum,chrysanthemum,3,1,
"Chrysanthemum, propagation",chrysanthemum,chrysanthemum,3,1,
Citrus,citrus_plantations,citrus_plantations,3,1,
"Clearing the forest (SBL scheme after June 28, 1995)",not_known_and_other,not_known_and_other,0,0,
Closed system,not_known_and_other,not_known_and_other,0,0,
Clover (nitrogen-fixing plant VF),clover,clover,2,1,
Clover (not VF),clover,clover,2,1,
Clover Alexandrian,clover,clover,2,1,
Clover Persian,clover,clover,2,1,
Clover and alfalfa mixtureClover and alfalfa mixture,cloverclover,cloverclover,2,1,
Clover for mowing,clover,clover,2,1,
Clover grass,clover,clover,2,1,
Clover grass,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Clover grass for factory,clover,clover,2,1,
Clover grass mixture,clover,clover,2,1,
Clover grass over 50% clover (rotation),clover,clover,2,1,
Clover incarnate,clover,clover,2,1,
Clover mixture (or box horn clover),clover,clover,2,1,
Clover mixture from NC 421,clover,clover,2,1,
Clover planted for the 2015 harvest,clover,clover,2,1,
Clover planted for the 2016 harvest,clover,clover,2,1,
Clover planted for the 2017 harvest,clover,clover,2,1,
Clover planted for the 2018 harvest,clover,clover,2,1,
Clover seed embankment,clover,clover,2,1,
Clover seeds,clover,clover,2,1,
Cocksfoot for seed production,chamomile,chamomile,3,1,
Cocksfoot seeds,temporary_grass,temporary_grass,2,1,
Common Chicory,chicory_chicories,chicory_chicories,3,1,
Common Sunflower,sunflower,sunflower,3,1,
Common beans,beans,beans,3,1,
Common carrots,carrots_daucus,carrots_daucus,3,1,
Common cumin,black_cumin,black_cumin,3,1,
Common dill,anethum_dill,anethum_dill,3,1,
Common dogwood,dogwood_cornus,dogwood_cornus,3,1,
Common evening-primrose,primrose,primrose,3,1,
Common grape vineCommon grape vine,vineyards_wine_vine_rebland_grapesvineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapesvineyards_wine_vine_rebland_grapes,3,1,
Common hazel,hazelnuts_hazel,hazelnuts_hazel,3,1,
Common hop,hops,hops,3,1,
Common hops,hops,hops,3,1,
Common madder (Rubia tinctorum),rubia_tinctorum_common_madder,rubia_tinctorum_common_madder,3,1,
Common mallow,sida_virginia_mallow,sida_virginia_mallow,3,1,
Common medlar,medlar_loquat,medlar_loquat,3,1,
Common pear,pears,pears,3,1,
Common peas spring,peas,peas,3,1,
Common plum,plums,plums,3,1,
Common sainfoin (100%),onobrychis_sainfoins,onobrychis_sainfoins,3,1,
Common vetchCommon vetch,vetchesvetches,vetchesvetches,3,1,
Common wheat spring,spring_common_soft_wheat,spring_common_soft_wheat,3,1,
Common wheat winter,winter_common_soft_wheat,winter_common_soft_wheat,3,1,
Coniferous forest,tree_wood_forest,tree_wood_forest,0,1,
Consolidated bare surface,not_known_and_other,not_known_and_other,0,0,
Container area,not_known_and_other,not_known_and_other,0,0,
Continuous urban fabric,not_known_and_other,not_known_and_other,0,0,
Contract nature conservation without direct payment,not_known_and_other,not_known_and_other,0,0,
Coppice forest,tree_wood_forest,tree_wood_forest,0,1,
Coriander,coriander,coriander,3,1,
Corn,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
Corn (biogas),grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
Corn / bean mixture,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
Corn corncob mix,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
Corn for silage,green_silo_maize,green_silo_maize,3,1,
Corn on the green,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
Corn silage,green_silo_maize,green_silo_maize,3,1,
Cornelian cherry,cherry_cherries,cherry_cherries,3,1,
CornflowerCornflower,cornflowerscornflowers,cornflowerscornflowers,3,1,
CornflowersCornflowers,cornflowerscornflowers,cornflowerscornflowers,3,1,
Corsican hellebore,corsican_hellebore,corsican_hellebore,3,1,
Courgette squash,zucchini_courgette,zucchini_courgette,3,1,
Covered agriculture land (greenhouse),greenhouse_foil_film,greenhouse_foil_film,3,1,
Cowpea,peas,peas,3,1,
CranberryCranberry,cranberrycranberry,cranberrycranberry,3,1,
Creeping clover,clover,clover,2,1,
Cress,cress,cress,3,1,
Cress seeds,cress,cress,3,1,
Crested hyacinth other flower nursery crops,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
"Crested hyacinth, bulbs and tubers",other_flowers_ornamental_plants,other_flowers_ornamental_plants,3,1,
Crimson clover,clover,clover,2,1,
Crocus flower bulbs and tubers,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Crocus other flower nursery crops,saffron_crocus_sativus,saffron_crocus_sativus,3,1,
Crocuses (saffron,saffron_crocus_sativus,saffron_crocus_sativus,3,1,
Crop not known,not_known_and_other,not_known_and_other,0,0,
Crops managed in inter-rows: 3 crops representing each more than 25%,other_arable_land_crops,other_arable_land_crops,2,2,
Cucumber (also pickled cucumber),cucumber_pickle,cucumber_pickle,3,1,
Cucumber (cucumber,cucumber_pickle,cucumber_pickle,3,1,
Cucumber / Pickle,cucumber_pickle,cucumber_pickle,3,1,
Cucumber loader,cucumber_pickle,cucumber_pickle,3,1,
Cucumber production,cucumber_pickle,cucumber_pickle,3,1,
Cucumber salad,cucumber_pickle,cucumber_pickle,3,1,
Cucumbers,cucumber_pickle,cucumber_pickle,3,1,
Cucumbers - fresh,cucumber_pickle,cucumber_pickle,3,1,
Cucumbers and gherkins,cucumber_pickle,cucumber_pickle,3,1,
Cultivated lentil (not fodder),lentils,lentils,3,1,
Cultivation material vines,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
Cumin,black_cumin,black_cumin,3,1,
Cumin,caraway,caraway,3,1,
Currants,currants,currants,3,1,
Custom protection zones,not_known_and_other,not_known_and_other,0,0,
Cut flowers - roses,roses,roses,3,1,
Cut flowers and foliage,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Cut flowers other than roses < 5 years,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Cut flowers other than roses >= 5 years,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Cut plants < 5 years,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Cut plants >= 5 years,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
DGL new sowing as a replacement for approved DGL plowing,other_arable_land_crops,other_arable_land_crops,2,2,
DITCH / BORDER STRIP OF GOOD AGRICULTURAL AND ECOLOGICAL CONDITION,not_known_and_other,not_known_and_other,0,0,
DK removed from production,unmaintained,unmaintained,0,0,
DRIED FRUITS AND OLIVE TREES,olive_plantations,olive_plantations,3,1,
DRIED FRUITS AND OLIVE TREES,orchards_fruits,orchards_fruits,3,1,
DURUM WHEAT (DURUM) / FIELD VEGETABLES,durum_hard_wheat,durum_hard_wheat,3,1,
DURUM WHEAT (DURUM) / FIELD VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
Daffodil flower bulbs and tubers,narcissus_daffodil,narcissus_daffodil,3,1,
Daffodils / daffodilsDaffodils / daffodils,narcissus_daffodilnarcissus_daffodil,narcissus_daffodilnarcissus_daffodil,3,1,
Dahlia,dahlia,dahlia,3,1,
Dahlia dried flowers,dahlia,dahlia,3,1,
Dahlia other flower nursery crops,dahlia,dahlia,3,1,
Dahlias,dahlia,dahlia,3,1,
Dahlias (garden dahlia),dahlia,dahlia,3,1,
Daisies,daisy_daisies,daisy_daisies,3,1,
DaisyDaisy,daisy_daisiesdaisy_daisies,daisy_daisiesdaisy_daisies,3,1,
Dandelion common,dandelions,dandelions,3,1,
Daucus,carrots_daucus,carrots_daucus,3,1,
Dead Nettle (White Dead Nettle),nettles,nettles,3,1,
Deforestation area,not_known_and_other,not_known_and_other,0,0,
Dehydrated Sainfoin,onobrychis_sainfoins,onobrychis_sainfoins,3,1,
Dehydrated alfalfa,alfalfa_lucerne,alfalfa_lucerne,2,1,
Dehydrated clover,clover,clover,2,1,
Dehydrated melilot,melilot,melilot,3,1,
Dehydrated vetch,vetches,vetches,3,1,
Derelict land with minimal activity with EAG,unmaintained,unmaintained,0,0,
Derelict land with minimal activity without EAG,unmaintained,unmaintained,0,0,
Derelict land with no minimum activity,unmaintained,unmaintained,0,0,
"Different crops on a small area of arable land or several crops grown in a continuous field, where each of the crops occupies less than 0.3 ha in the field concerned, or areas used for the production of flowers",other_arable_land_crops,other_arable_land_crops,2,2,
DillDillDill,anethum_dillanethum_dillanethum_dill,anethum_dillanethum_dillanethum_dill,3,1,
Dill seeds,anethum_dill,anethum_dill,3,1,
Discontinuous urban fabric,not_known_and_other,not_known_and_other,0,0,
Ditch adjacent to managed field edge,not_known_and_other,not_known_and_other,0,0,
Ditches,not_known_and_other,not_known_and_other,0,0,
Dock (meadow sorrel),sorrel,sorrel,3,1,
Domestic apple tree,apples,apples,3,1,
Domestic plum,plums,plums,3,1,
Draft and berry shrubs,unspecified_berries_berry_species,unspecified_berries_berry_species,3,1,
Dryied Jarosse,vetches,vetches,3,1,
Dummy code for dummy plots,not_known_and_other,not_known_and_other,0,0,
Durum,durum_hard_wheat,durum_hard_wheat,3,1,
Durum spring wheat,spring_durum_hard_wheat,spring_durum_hard_wheat,3,1,
Durum spring wheat late sown (after 31/05),spring_durum_hard_wheat,spring_durum_hard_wheat,3,1,
Durum wheat,durum_hard_wheat,durum_hard_wheat,3,1,
Dyer's woad,isatis_tinctoria_woad,isatis_tinctoria_woad,3,1,
EARLY POTATOES,potatoes,potatoes,3,1,
EARLY POTATOES / BUCKWHEAT,buckwheat,buckwheat,3,1,
EARLY POTATOES / BUCKWHEAT,potatoes,potatoes,3,1,
EARLY POTATOES / CORN,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
EARLY POTATOES / CORN,potatoes,potatoes,3,1,
EARLY POTATOES / FIELD VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
EARLY POTATOES / FIELD VEGETABLES,potatoes,potatoes,3,1,
EDIBLE POTATOES,potatoes,potatoes,3,1,
EDIBLE POTATOES / FIELD VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
EDIBLE POTATOES / FIELD VEGETABLES,potatoes,potatoes,3,1,
EFA - Coppice forest,tree_wood_forest,tree_wood_forest,0,1,
EFA - Poplar,populus,populus,3,1,
EFA - Poplar (0-100 other trees per hectare),tree_wood_forest,tree_wood_forest,0,1,
EFA - Poplar (100-400 other trees per hectare),tree_wood_forest,tree_wood_forest,0,1,
EFA - Willow,willows_osiers,willows_osiers,3,1,
EFA Wetlands or shallow soils with set aside,fallow_land_not_crop,fallow_land_not_crop,0,0,
EFA brim spring mowing,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
EFA edge permanent grass spring mowing,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
EFA edge permanent grass summer mowing,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
EFA fallow spring mowing,fallow_land_not_crop,fallow_land_not_crop,0,0,
EFA-Fallow with summer mowing,fallow_land_not_crop,fallow_land_not_crop,0,0,
EFA-Uncultivated area next to water boreholes,not_known_and_other,not_known_and_other,0,0,
EFA-fallow for melliferous plants,fallow_land_not_crop,fallow_land_not_crop,0,0,
EFA-fallow with flowers,fallow_land_not_crop,fallow_land_not_crop,0,0,
EFA-field margins mowing/grazing,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
EFA-field margins with environmental scheme,not_known_and_other,not_known_and_other,0,0,
EFA-field margins with flower mix,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
EGGPLANT,aubergine_eggplant,aubergine_eggplant,3,1,
ELDER,elder_elderberry,elder_elderberry,3,1,
ELEGIBLE LANDSCAPE FEATRURES - PERMANENT CROPS HEADINGS,permanent_crops_perennial,permanent_crops_perennial,3,1,
ELEGIBLE LANDSCAPE FEATRURES - RICE,rice,rice,3,1,
ELEGIBLE LANDSCAPE FEATURES - HEDGES AND WINDBREAKS,wire_bush,wire_bush,3,1,
ELEGIBLE LANDSCAPE FEATURES - WATER LINES,not_known_and_other,not_known_and_other,0,0,
ELEPHANT GRASS (CHINA REED,poaceae_grasses,poaceae_grasses,2,1,
EMMER OR EINKORN (SUMMER),spring_emmer,summer_emmer,3,1,
EMMER OR EINKORN (SUMMER) / FIELD VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
EMMER OR EINKORN (SUMMER) / FIELD VEGETABLES,spring_einkorn,summer_einkorn,3,1,
EMMER OR EINKORN (SUMMER) / FIELD VEGETABLES,spring_emmer,summer_emmer,3,1,
EMMER OR EINKORN (WINTERING),winter_emmer,winter_emmer,3,1,
EMMER OR EINKORN (WINTERING) / FIELD VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
EMMER OR EINKORN (WINTERING) / FIELD VEGETABLES,winter_emmer,winter_emmer,3,1,
ENERGY GRASS,temporary_grass,temporary_grass,2,1,
ENERGY WOOD ROBINIA,tree_wood_forest,tree_wood_forest,0,1,
ENERGY WOOD WITHOUT ROBINIA,tree_wood_forest,tree_wood_forest,0,1,
ESPARSETTE,esparsette_onobrychis,esparsette_onobrychis,3,1,
EUCALYPTUS PLANTATION,eucalyptus,eucalyptus,3,1,
EVERGREEN OAK PLANTATION,oak,oak,3,1,
Early cereals,spring_unspecified_cereals,spring_unspecified_cereals,3,1,
Eastern galega,galega,galega,3,1,
Eastern goat pea (100% eastern goat pea),peas,peas,3,1,
Echinacea (coneflower) production,echinacea_sun_hat,echinacea_sun_hat,3,1,
"Echinacea (coneflower), seeds and propagation material",echinacea_sun_hat,echinacea_sun_hat,3,1,
Ecological Preferance Area strips AL,not_known_and_other,not_known_and_other,0,0,
Edelweiss (Alpine Edelweiss),edelweiss,edelweiss,3,1,
Edge adjacent to arable land consisting mainly of permanent grass,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Edge adjacent to arable land consisting mainly of temporary grass,temporary_grass,temporary_grass,2,1,
Edge lying on arable land and directly adjacent to forest. No agricultural production.,arable_land_seed_seedlings,arable_land_seed_seedlings,0,1,
Edible chestnut,sweet_chestnuts,sweet_chestnuts,3,1,
Edible lentils,lentils,lentils,3,1,
Edible tomato,tomato,tomato,3,1,
Eggplant,aubergine_eggplant,aubergine_eggplant,3,1,
Eggplant (eggplant),aubergine_eggplant,aubergine_eggplant,3,1,
Eggplants - fresh,aubergine_eggplant,aubergine_eggplant,3,1,
Elder,elder_elderberry,elder_elderberry,3,1,
ElderberryElderberryElderberry,elder_elderberryelder_elderberryelder_elderberry,elder_elderberryelder_elderberryelder_elderberry,3,1,
Elephant grass,poaceae_grasses,poaceae_grasses,2,1,
Eligible strip along a forest without production,not_known_and_other,not_known_and_other,0,0,
Endive - fresh,endive,endive,3,1,
Endive - industry,endive,endive,3,1,
Endive production,endive,endive,3,1,
Endive seeds and propagation material,endive,endive,3,1,
Energy grass,temporary_grass,temporary_grass,2,1,
English marigold,calendula_marigold,calendula_marigold,3,1,
English walnut,walnuts,walnuts,3,1,
Environmental grass AECM scheme 2 rotation,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Environmental grass MVJ commitment (0 N) permanent,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Environmental grass MVJ commitment (80 N) rotation,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Environmental measures not agricultural land,not_known_and_other,not_known_and_other,0,0,
Environmental sensitive permanent grassland converted into non-agricultural area,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
